id,entity_id,entity_text,entity_label,entity_start,entity_end,entity_id_no,entity_lower,biocat,kingdom,canonical_name,scientific_name,taxon_id,parent_name_usage_id,accepted_name_usage_id,taxonomic_status,dataset_id,original_name_usage_id,scientific_name_authorship,generic_name,specific_epithet,infraspecific_epithet,taxon_rank,name_according_to,name_published_in,nomenclatural_status,taxon_remarks,phylum,class,order,family,genus,junk,multi,name_type,vernacular_source,multi_vernacular,accepted_id,species,iucn_red_list_category,bahamas,namibia,cameroon,kenya,madagascar,south_africa,model_organism,gbif_link
ircc_3988,NA,Scheme Laikipia,SPECIES,195,210,0,scheme laikipia,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4047,NA,Acropora cervicornis,SPECIES,348,368,0,acropora cervicornis,TRUE,Animalia,Acropora cervicornis,"Acropora cervicornis (Lamarck, 1816)",5184681,7673664,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Acropora cervicornis,CR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/5184681
ircc_4047,NA,Acropora palmata,SPECIES,373,389,0,acropora palmata,TRUE,Animalia,Acropora palmata,"Acropora palmata (Lamarck, 1816)",5184657,7673664,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Acropora palmata,NE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/5184657
ircc_4762,NA,Batrachochytrium dendrobatidis,SPECIES,66,96,0,batrachochytrium dendrobatidis,TRUE,Fungi,Batrachochytrium dendrobatidis,"Batrachochytrium dendrobatidis Longcore, Pessier & D.K.Nichols",2627503,2627502,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Batrachochytrium dendrobatidis,NE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2627503
ircc_410,NA,Oceanodroma markhami,SPECIES,374,394,0,oceanodroma markhami,TRUE,Animalia,Oceanodroma markhami,"Oceanodroma markhami (Salvin, 1883)",2482004,2481998,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Oceanodroma markhami,NT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2482004
ircc_419,NA,Ameerega trivittatta,SPECIES,121,141,0,ameerega trivittatta,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_424,NA,Tremarctos omatus,SPECIES,230,247,0,tremarctos omatus,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_547,NA,Familia Costaceae,SPECIES,292,309,0,familia costaceae,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_547,NA,Costus guanaiensis,SPECIES,405,423,0,costus guanaiensis,TRUE,Plantae,Costus guanaiensis,Costus guanaiensis Rusby,2756961,2756771,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Costus guanaiensis,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2756961
ircc_547,NA,Familia Costaceae,SPECIES,674,691,0,familia costaceae,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_548,NA,Podocnemis unifilis,SPECIES,265,284,0,podocnemis unifilis,TRUE,Animalia,Podocnemis unifilis,"Podocnemis unifilis Troschel, 1848",2442782,2442781,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Podocnemis unifilis,VU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2442782
ircc_699,NA,Cada raíz,SPECIES,628,637,0,cada raíz,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_699,NA,Zamia nana,SPECIES,1033,1043,0,zamia nana,TRUE,Plantae,Zamia nana,"Zamia nana A.Lindstr., Calonje, D.W.Stev. & A.S.Taylor",8211340,2683306,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Zamia nana,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/8211340
ircc_699,NA,Alberto Taylor,SPECIES,1075,1089,0,alberto taylor,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_703,NA,Terminalia catappa,SPECIES,307,325,0,terminalia catappa,TRUE,Plantae,Terminalia catappa,Terminalia catappa L.,3189394,3189387,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Terminalia catappa,NE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,https://www.gbif.org/species/3189394
ircc_709,NA,Batrachochytrichium dendrobatidis,SPECIES,122,155,0,batrachochytrichium dendrobatidis,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_715,NA,Batrachochytrium dendrobatidis,SPECIES,99,129,0,batrachochytrium dendrobatidis,TRUE,Fungi,Batrachochytrium dendrobatidis,"Batrachochytrium dendrobatidis Longcore, Pessier & D.K.Nichols",2627503,2627502,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Batrachochytrium dendrobatidis,NE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2627503
ircc_715,NA,cada muestra,SPECIES,407,419,0,cada muestra,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_717,NA,Peces marinos,SPECIES,42,55,0,peces marinos,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_880,NA,Nasua nasua,SPECIES,123,134,0,nasua nasua,TRUE,Animalia,Nasua nasua,"Nasua nasua (Linnaeus, 1766)",2433536,2433530,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Nasua nasua,LC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.gbif.org/species/2433536
ircc_880,NA,Nasua nasua,SPECIES,279,290,0,nasua nasua,TRUE,Animalia,Nasua nasua,"Nasua nasua (Linnaeus, 1766)",2433536,2433530,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Nasua nasua,LC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.gbif.org/species/2433536
ircc_1055,NA,Theobroma cacao,SPECIES,138,153,0,theobroma cacao,TRUE,Plantae,Theobroma cacao,Theobroma cacao L.,3152205,2984934,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Theobroma cacao,NE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://www.gbif.org/species/3152205
ircc_1055,NA,Directoral respectiva,SPECIES,517,538,0,directoral respectiva,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_1248,NA,Theobroma cacao,SPECIES,111,126,0,theobroma cacao,TRUE,Plantae,Theobroma cacao,Theobroma cacao L.,3152205,2984934,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Theobroma cacao,NE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://www.gbif.org/species/3152205
ircc_1248,NA,variedades promisorias,SPECIES,276,298,0,variedades promisorias,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_1249,NA,Pouteria lucuma,SPECIES,109,124,0,pouteria lucuma,TRUE,Plantae,Pouteria lucuma,Pouteria lucuma (Ruiz & Pav.) Kuntze,2884071,2884049,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Pouteria lucuma,LC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2884071
ircc_1249,NA,Pouteria lucuma,SPECIES,219,234,0,pouteria lucuma,TRUE,Plantae,Pouteria lucuma,Pouteria lucuma (Ruiz & Pav.) Kuntze,2884071,2884049,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Pouteria lucuma,LC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2884071
ircc_1250,NA,Myrciaria dubia,SPECIES,114,129,0,myrciaria dubia,TRUE,Plantae,Myrciaria dubia,Myrciaria dubia (Kunth) Mc Vaugh,10342163,3186407,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Myrciaria dubia,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/10342163
ircc_1250,NA,Myrciaria dubia,SPECIES,226,241,0,myrciaria dubia,TRUE,Plantae,Myrciaria dubia,Myrciaria dubia (Kunth) Mc Vaugh,10342163,3186407,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Myrciaria dubia,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/10342163
ircc_1271,NA,Solanum grandiflorum,SPECIES,209,229,0,solanum grandiflorum,TRUE,Plantae,Solanum grandiflorum,Solanum grandiflorum Ruiz & Pav.,2929153,2928997,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Solanum grandiflorum,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2929153
ircc_1271,NA,Zea mays,SPECIES,260,268,0,zea mays,TRUE,Plantae,Zea mays,Zea mays L.,5290052,2705049,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Zea mays,LC,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.gbif.org/species/5290052
ircc_1271,NA,Spodoptera frugiperda,SPECIES,283,304,0,spodoptera frugiperda,TRUE,Animalia,Spodoptera frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",5109855,1765207,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Spodoptera frugiperda,NE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.gbif.org/species/5109855
ircc_1271,NA,Solanum grandiflorum,SPECIES,385,405,0,solanum grandiflorum,TRUE,Plantae,Solanum grandiflorum,Solanum grandiflorum Ruiz & Pav.,2929153,2928997,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Solanum grandiflorum,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2929153
ircc_1271,NA,Spodoptera frugiperda,SPECIES,426,447,0,spodoptera frugiperda,TRUE,Animalia,Spodoptera frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",5109855,1765207,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Spodoptera frugiperda,NE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.gbif.org/species/5109855
ircc_1271,NA,Solanum grandiflorum,SPECIES,569,589,0,solanum grandiflorum,TRUE,Plantae,Solanum grandiflorum,Solanum grandiflorum Ruiz & Pav.,2929153,2928997,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Solanum grandiflorum,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2929153
ircc_1271,NA,Zea mays,SPECIES,620,628,0,zea mays,TRUE,Plantae,Zea mays,Zea mays L.,5290052,2705049,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Zea mays,LC,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.gbif.org/species/5290052
ircc_1271,NA,Spodoptera frugiperda,SPECIES,643,664,0,spodoptera frugiperda,TRUE,Animalia,Spodoptera frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",5109855,1765207,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Spodoptera frugiperda,NE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.gbif.org/species/5109855
ircc_1271,NA,Solanum grandiflorum,SPECIES,759,779,0,solanum grandiflorum,TRUE,Plantae,Solanum grandiflorum,Solanum grandiflorum Ruiz & Pav.,2929153,2928997,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Solanum grandiflorum,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2929153
ircc_1271,NA,Spodoptera frugiperda,SPECIES,1008,1029,0,spodoptera frugiperda,TRUE,Animalia,Spodoptera frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",5109855,1765207,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Spodoptera frugiperda,NE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.gbif.org/species/5109855
ircc_1271,NA,Spodoptera frugiperda,SPECIES,1130,1151,0,spodoptera frugiperda,TRUE,Animalia,Spodoptera frugiperda,"Spodoptera frugiperda Smith & Abbot, 1797",5109855,1765207,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Spodoptera frugiperda,NE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.gbif.org/species/5109855
ircc_1271,NA,Solanum grandiflorum,SPECIES,1452,1472,0,solanum grandiflorum,TRUE,Plantae,Solanum grandiflorum,Solanum grandiflorum Ruiz & Pav.,2929153,2928997,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Solanum grandiflorum,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2929153
ircc_1272,NA,Lepidium meyenii,SPECIES,110,126,0,lepidium meyenii,TRUE,Plantae,Lepidium meyenii,Lepidium meyenii Walp.,5377042,3051713,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Lepidium meyenii,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/5377042
ircc_1272,NA,Smalllanthus sonchifolius,SPECIES,146,171,0,smalllanthus sonchifolius,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_1273,NA,Lepidium meyenii,SPECIES,105,121,0,lepidium meyenii,TRUE,Plantae,Lepidium meyenii,Lepidium meyenii Walp.,5377042,3051713,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Lepidium meyenii,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/5377042
ircc_1389,NA,Theobroma cacao,SPECIES,128,143,0,theobroma cacao,TRUE,Plantae,Theobroma cacao,Theobroma cacao L.,3152205,2984934,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Theobroma cacao,NE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://www.gbif.org/species/3152205
ircc_1389,NA,Theobroma cacao,SPECIES,281,296,0,theobroma cacao,TRUE,Plantae,Theobroma cacao,Theobroma cacao L.,3152205,2984934,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Theobroma cacao,NE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://www.gbif.org/species/3152205
ircc_1489,NA,Mauricio Barbanti,SPECIES,226,243,0,mauricio barbanti,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_1604,NA,Medicina Complementaria,SPECIES,313,336,0,medicina complementaria,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_1910,NA,Theobroma cacao,SPECIES,71,86,0,theobroma cacao,TRUE,Plantae,Theobroma cacao,Theobroma cacao L.,3152205,2984934,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Theobroma cacao,NE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,https://www.gbif.org/species/3152205
