id,text,lang
ircc_68,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay 2.0% of the net revenue (in any form including royalty or license / assign fee) excluding government taxes received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_69,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay 2.0% of the net revenue (in any form including royalty or license / assign fee) excluding government taxes received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_70,"1.If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay 2.0% of the net revenue (in any form including royalty or license /assign fee) excluding government taxes received annually from the assignee/licensee. 2. In case the user assigns or transfer the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_71,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay 2.0% of the net revenue (in any form including royalty/license fee/assign fee) excluding government taxes from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_72,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay 2.0% of the net revenue (in any form including royalty or license /assign fee) excluding government taxes received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_73,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay 2.0% of the net revenue (in any form including royalty/license fee/assign fee) excluding government taxes from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_74,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay 2.0% of the net revenue (in any form including royalty or license /assign fee) excluding government taxes received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_75,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_76,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_77,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2.In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_78,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_79,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_80,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_81,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_82,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_83,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_84,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_85,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_86,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_87,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_88,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_89,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_90,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_92,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_93,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_94,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_95,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_96,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_97,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_98,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_99,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person",en
ircc_100,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_101,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_102,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_103,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_104,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_105,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_106,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_107,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_108,The user shall pay 2% of the net Revenue (upfront/ licensing/ assignment/ royalty fee) annually during the term of this agreement.,en
ircc_110,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_392,"Parceval (Pty) Ltd jointly with Mast-Jagermeister SE may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_393,"CSIR may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_394,"University of Pretoria may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_395,"University of Pretoria may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_396,"Rain Africa Innovations CC may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_397,"Tartan Timbers (Pty) Ltd may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_398,"University of Cape Town may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority",en
ircc_399,"Pastillo Seed Oil may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_400,"The Esse trust may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_401,"Zuplex (Pty) Ltd may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_402,"No material or specimen collected with this permit, or material or specimens bred or propagated from material or specimens collected with this permit, may be donated, sold or used for any commercial purpose by any party.",en
ircc_403,Specimens collected in terms of this permit shall not be sold or offered for sale.,en
ircc_404,"Cape Kingdom Neutraceuticals (Pty) Ltd may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_405,"Totally Wild (Pty) Ltd may not donate, sell or transfer the materials of Aloe ferox to any third party without a written consent of the issuing authority.",en
ircc_406,"&#10;&#9;&#9; CSIR may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_407,"The University of Western Cape may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_408,"Puris Natural Aroma Chemicals (Pty) Ltd may not donate, sell or transfer materials to any third party for a bioprospecting component of a permit without a written consent of the issuing authority.",en
ircc_412,"No transferir material genetico a terceros que no se encuentren en el proyecto de investigacion. Los derechos que se otorgan y las obligaciones que se generan para LA SOLICITANTE, así como el material genetico; en virtud del presente CONTRATO, no pueden ser cedidos y/o transferidos a terceras personas o instituciones.",en
ircc_521,"Nestle South Africa (Pty) Ltd may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_529,"CSIR may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_530,"Quintessence Collections CC may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_531,"University of Pretoria may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_532,"Croc Cure (Pty) Ltd may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_533,"Parceval (Pty) Ltd jointly with Heel Biologische Heilmittel GmBH may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_534,"CSIR may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_535,"CSIR may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_536,"University of Pretoria may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_537,"University of Pretoria may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.&#10;&#9;&#9;",en
ircc_539,"The material transfer agreement (s)with the subsequent user of traded Rooibos should inlcude a clause stating that the use of South Africa's Rooibos for bioprospecting is subject to the provisions of the National Environmental Management: Biodiversity Act, 2004 (Act No. 10 of 2004) and that a bioprospecting permit is required.",en
ircc_540,The permit holder may not transfer the plant materials to any third party without the prior written consent of the issuing authority in respect of this export permit and then only under a written agreement containing terms no less restrictive than those which apply to the permit holder in terms of this permit. The issuing authority will not give this consent if the third party intends using the plant materials for bioprospecting purpose.,en
ircc_541,"Skimmelberg Fynbos Oils (Pty) Ltd may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority",en
ircc_542,"Nautica Organic Trading cc may not donate, sell or transfer plant materials to any third party without a written consent of the issuing authority.",en
ircc_543,"No transferir material genético a terceros que no se encuentren en el proyecto de investigación. Los derechos que se otorgan y las obligaciones que se generan para LA SOLICITANTE, así como el material genético; en virtud del CONTRATO suscrito, no pueden ser cedidos y/o transferidos a terceras personas o instituciones.",en
ircc_544,The importer (Permit holder) is working in collaboration with the exporter (Permit Holder) Mawana Game Reserve from KwaZulu-Natal Province of South Africa.,en
ircc_546,"LA SOLICITANTE no podrá transferir material genético a terceros que no se encuentren en el proyecto de investigación. Los derechos que se otorgan y las obligaciones que se generan para LA SOLICITANTE, así como el material genético; en virtud al CONTRATO otorgado, no podrán ser cedidos y/o transferidos a terceras personas o instituciones.",en
ircc_552,"EL SOLICITANTE no podrá transferir material genético a terceros que no se encuentren en el proyecto de investigación. Los derechos que se otorgan y las obligaciones que se generan para EL SOLICITANTE, así como el material genético; en virtud al CONTRATO otorgado, no podrán ser cedidos y/o transferidos a terceras personas o instituciones.",en
ircc_603,the user shall not transfere to third parties without first having explicity written consent from the provider,en
ircc_645,"The following are a summary of some of the conditions defined in the MAT and are listed without prejudice to the same MAT agreement: The parties to the MAT must comply with the requirements established under Article 4(3) of the Regulation (EU) No 511/2014 of the European Parliament and of the Council. In their eventual occurrence, for the scope of transfer of genetic resources or research and development products and intellectual property rights, the recipient must make available to the provider the name of each third party with which a transfer agreement is made and a copy of the terms and conditions of such agreement. An agreement between the recipient and a third party relating to utilization of genetic resources or research and development products or associated intellectual property by a third party for non-commercial purposes must include provisions preventing an undertaking from carrying out as well as preventing the utilization, by third parties, of genetic resources for commercial purposes unless a benefit sharing agreement has been entered into with the recipient to that effect.",en
ircc_646,"A transfer of the genetic resources to third-parties for deposition into a public or private collection must be notified within ten (10) business days by the RECIPIENT to the PROVIDER by supplying the deposition date, the accession reference number, the repository’s name, the repository’s international code and the repository’s physical address. The RECIPIENT is responsible to ensure that an agreement with any third-parties and which is pertinent to the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights for non-commercial purposes must include provisions preventing the use of genetic resources by third-parties for commercial purposes unless a benefit sharing agreement has been entered with the PROVIDER to that effect. An agreement established by the RECIPIENT with any third-parties and which is pertinent to the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights must ensure that the PROVIDER will continue to receive a fair and equitable share of the benefits if such products or rights are transferred to third-parties and any subsequent parties. The RECIPIENT must make available to the PROVIDER the name of each of the third-parties with which an agreement is made for the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights, together with a copy of the terms and conditions of such agreement.",en
ircc_652,"The following are a summary of some of the conditions defined in the MAT and are listed without prejudice to the same MAT agreement: The parties to the MAT must comply with the requirements established under Article 4(3) of the Regulation (EU) No 511/2014 of the European Parliament and of the Council. In their eventual occurrence, for the scope of transfer of genetic resources or research and development products and intellectual property rights, the recipient must make available to the provider the name of each third party with which a transfer agreement is made and a copy of the terms and conditions of such agreement. An agreement between the recipient and a third party relating to utilization of genetic resources or research and development products or associated intellectual property by a third party for non-commercial purposes must include provisions preventing an undertaking from carrying out as well as preventing the utilization, by third parties, of genetic resources for commercial purposes unless a benefit sharing agreement has been entered into with the recipient to that effect.",en
ircc_653,"A transfer of the genetic resources to third-parties for deposition into a public or private collection must be notified within ten (10) business days by the RECIPIENT to the PROVIDER by supplying the deposition date, the accession reference number, the repository’s name, the repository’s international code and the repository’s physical address. The RECIPIENT is responsible to ensure that an agreement with any third-parties and which is pertinent to the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights for non-commercial purposes must include provisions preventing the use of genetic resources by third-parties for commercial purposes unless a benefit sharing agreement has been entered with the PROVIDER to that effect. An agreement established by the RECIPIENT with any third-parties and which is pertinent to the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights must ensure that the PROVIDER will continue to receive a fair and equitable share of the benefits if such products or rights are transferred to third-parties and any subsequent parties. The RECIPIENT must make available to the PROVIDER the name of each of the third-parties with which an agreement is made for the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights, together with a copy of the terms and conditions of such agreement.",en
ircc_654,"A transfer of the genetic resources to third-parties for deposition into a public or private collection must be notified within ten (10) business days by the RECIPIENT to the PROVIDER by supplying the deposition date, the accession reference number, the repository’s name, the repository’s international code and the repository’s physical address. The RECIPIENT is responsible to ensure that an agreement with any third-parties and which is pertinent to the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights for non-commercial purposes must include provisions preventing the use of genetic resources by third-parties for commercial purposes unless a benefit sharing agreement has been entered with the PROVIDER to that effect. An agreement established by the RECIPIENT with any third-parties and which is pertinent to the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights must ensure that the PROVIDER will continue to receive a fair and equitable share of the benefits if such products or rights are transferred to third-parties and any subsequent parties. The RECIPIENT must make available to the PROVIDER the name of each of the third-parties with which an agreement is made for the transfer of genetic resources or research and development products or Intellectual Property Rights, Plant Variety Rights, Patents or other such proprietary rights, together with a copy of the terms and conditions of such agreement.",en
