id,text,lang
ircc_1547,"The sample will use as part of a study comparing the survival of foot-and-mouth disease strains under specific environmental conditions. The research will carry out at the Pirbright Institute, UK",en
ircc_1548,"This is a prospective observation study of patients with clinical Plasmodium falciparum and/or Plasmodium vivax in the Greater Mekong Sub-region using parasite DNA from point of care finger prick dried blood spot samples as well as a short survey on patient domographics, employment, travel, and mobile phone use to study P. falciparum and P. vivax parasite genotypes, population characteristics and gene flow patterns.",en
ircc_1551,"This research aims to document wild food items sold in the local markets including taking photographs of vegetables, insects, interviewing vendors, collecting specimens and DNA barcoding of some selected edible mushroom. This is identified as an educational activity in terms of using traditional knowledge associated with genetic resources in Luangprabang.",en
ircc_1552,"This project research activities are to collect leaves, seeds and wood sawdust of Aquilaria species.",en
ircc_1626,"The National Biodiversity Centre is the National Focal Point for ABS in Bhutan. It is the first contact point for ABS proposals for GR and TK. Based on the recommendation of National Focal point, The CNA approves the Access proposal and grant access ( this is an administrative form of PIC) and access permit is executed in the form of scoping agreement. Prior to the execution of scoping agreement, National Focal Point consults relevant community to seek their consensus to be part of the project. Incase of traditional knowledge, the national focal point consults particular community and seek their consensus to grant access to their knowledge.",en
ircc_1725,"Le consentement préalable en connaissance de cause (PIC) de la communauté d'habitants concernée, détentrice des connaissances traditionnelles associées, fait suite à leur consultation organisée localement en Guyane, conformément à la procédure d'autorisation pour l'utilisation des connaissances traditionnelles associées aux ressources génétiques (articles L. 412-9 à L. 412-14 du code de l'environnement).",en
ircc_1744,"1. The user shall notify NBA within 60 days from the date of grant of IPR and also assignment or license of the IPR if any, to any person. 2. If the user himself commercializes the process/product/innovation, the monetary sharing shall be 0.2% on the annual gross ex-factory sale minus government taxes. 3. The user shall inform NBA about any commercialization made on the IP Rights. 4. The user shall submit annual report to NBA as per the terms and conditions agreed upon.",en
ircc_2071,"This permit allows collection, possession and transportation of marine organisms for the purpose of teaching and/or research subject to the provisions and regulations of the following laws: a) The Marine Living Resources Act, 1998 (Act No. 18 of 1998) b) The National Environmental Management Act, 1998 (Act No. 107 of 1998) c) The National Environment Management: Biodiversity Act, 2004 (Act No. 10 of 2004) d) The National Environment Management: Protected Areas Act, 2003 (Act No. 57 of 2003) e) The Sea Birds and Seals Protection Act, 1973 (Act No. 46 of 1973) f) The Prevention of Pollution from Ships Act, 1986 (Act No. 2 of 1986) g) The National Environment Management: Integrated Coastal Management Act, 2008 (Act No. 24 of 2008) h) Any other relevant law",en
ircc_2086,Decision n°00010/MINEPDED/CNA of the 6th september 2021,en
ircc_2112,"This permit allows collection of tissue samples from dead reptiles and amphibian specimens displayed at traditional markets in Gauteng for biocultural diversity research purposes and is issued subject to the provisions and regulations of the following laws: a)The National Environmental Management Act, 1998 (Act No . 107 of 1998) b) The National Environmental Management: Biodiversity Act, 2004 (Act No. 1 0 of 2004) c) The National Environmental Management: Protected Areas Act, 2003 (Act No. 57 of 20 03) d) Gauteng Nature Conservation Ordinance 12 of 1983 e) Any other relevant law.",en
ircc_2257,The users requested a study permission from Ministry of Agriculture and Forestry before applying for prior inform consent under the Nagoya Protocol under Ministry of Science and Technology,en
ircc_3058,"1. The user shall notify NBA within 60 days from the date of grant of IPR and also assignment or license of the IPR if any, to any person. 2. If the user himself commercializes the process/product/innovation, the monetary sharing shall be 0.2% on the annual gross ex-factory sale minus government taxes. 3. The user shall inform NBA about any commercialization made on the IP Rights. 4. The user shall submit annual report to NBA as per the terms and conditions agreed upon.",en
ircc_3412,"1. The user shall notify NBA within 60 days from the date of grant of IPR and also assignment or license of the IPR if any, to any person. 2. If the user himself commercializes the process/product/innovation, the monetary sharing shall be 0.2% on the annual gross ex-factory sale minus government taxes. 3. The user shall inform NBA about any commercialization made on the IP Rights. 4. The user shall submit annual report to NBA as per the terms and conditions agreed upon.",en
ircc_3520,"1. The user shall notify NBA within 60 days from the date of grant of IPR and also assignment or license of the IPR if any, to any person. 2. If the user himself commercializes the process/product/innovation, the monetary sharing shall be 0.2% on the annual gross ex-factory sale minus government taxes. 3. The user shall inform NBA about any commercialization made on the IP Rights. 4. The user shall submit annual report to NBA as per the terms and conditions agreed upon.",en
ircc_3688,"For obtaining IP Rights on the Invention ""A novel formulation for treating sickle cell disease"" for obtaining IP Rights in India, South Africa, Nigeria and United States of America.",en
ircc_3857,"1. The user shall notify the NBA on the grant of IPR within 30 days thereof. 2. If the user himself commercializes the product, the monetary sharing shall be 1.0% on the annual gross ex-factory sale minus government taxes. 3. The user needs to inform the NBA about any commercialization made on the IP Rights granted. 4. The user shall submit the half-yearly report to NBA as per the terms and conditions agreed upon.",en
ircc_3895,"1. The user shall notify NBA within 60 days from the date of grant of IPR and also assignment or license of the IPR if any, to any person. 2. If the user himself commercializes the process/product/innovation, the monetary sharing shall be 0.2% on the annual gross ex-factory sale minus government taxes. 3. The user shall inform NBA about any commercialization made on the IP Rights. 4. The user shall submit annual report to NBA as per the terms and conditions agreed upon.",en
ircc_3967,The Prior Informed Consent was granted to the Baltic Environmental Forum (Lithuania) for the introduction of new population in the Biosphere Reserve “Zuvinto” by the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus.,en
ircc_3968,The Prior Informed Consent was granted to the Baltic Environmental Forum (Lithuania) for the introduction of new population in the Biosphere Reserve “Zuvinto” by the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus.,en
ircc_3975,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN), Departamento de Biodiversidad y Vida Silvestre.&#10;&#9;&#9;",en
ircc_3981,"PROF Joan Barbara Silk,Arizona State University Tempe, AZ 85287",en
ircc_3982,"M/S Dustin Rubeinstem , Columbia University ,1200 Amsterdam Ave, New York USA.",en
ircc_3984,"GRANTED TO Dr. Alexander Kirschel , Department of Biological Sciences University of Cyprus P.O.B OX 20537, Nicosia 1678 CYPRUS&#10;&#9;&#9;",en
ircc_3986,Confidential,en
ircc_3987,Tommaso Sandri Italian based in Manchester Metropolitan University UK holder of the permit,en
ircc_3991,Records with Pwani University and Kenya Wild life Service PIC grated to Muwawa Edith Mnyazi of Pwani University,en
ircc_3992,grated to Yale University and KALRO Dr.Mireji Peter Paul Odhiambo,en
ircc_3993,"Prof. Juan Manuel Garcia Ruiz, Institution: Spanish National Research Council (Andalusian Institute of Earth Sciences) Avenida Las Palmers, n24-18100 Armilla (Granada) Espania.",en
ircc_3995,"""Fecal Egg Count Phenotyping and Blood Collection for Genotyping of ILRI Kapiti Sheep Flock",en
ircc_4047,"For access to genetic resources without commercial purposes; the issuance of the scientific permit represents the confirmation that consent was obtained previously informed, on behalf of the Competent National Authority. Panama: Ministry of Environment. Directorate of Protected Areas and Wildlife, through of the Unit of Access to the Genetic Resource (UNARGEN), Department of Biodiversity and Wildlife.",en
ircc_4049,"For access to genetic resources without commercial purposes; the issuance of the scientific permit represents the confirmation that consent was obtained previously informed, on behalf of the Competent National Authority. Panama: Ministry of Environment. Directorate of Protected Areas and Wildlife, through of the Unit of Access to the Genetic Resource (UNARGEN), Department of Biodiversity and Wildlife.",en
ircc_4059,User University of Liverpool,en
ircc_4063,"PIC consent for collection and analysis of baboon skeleton tissues and diet in the Amboseli basin project skeletal evidence of baboon adaptability to environmental change in the Amboseli Basin Kenya Users The George Washington University, University of North Research Foundation (UNG) Duke University University of Utah NMK New york University College of Dentistry (NYUCD)",en
ircc_4068,"C/O Smithsonian Conservation Biology Institute Center for Conservation Genomics , National Zoological Park 3001 Connecticut Ave NW, Washington DC 20008-0551",en
ircc_4336,To export indigenous genetic and biological resources for non-commercial research purposes,en
ircc_4493,"Este contrato no implica la utilización de los conocimientos, usos y prácticas tradicionales asociados a bacterias al ser un contrato de investigación, por lo tanto, consentimiento el previo informado (CPI/PIC) fue concedido por la Autoridad Nacional Competente (ANC/CNA)",en
ircc_4494,"Este contrato no implica la utilización de los conocimientos, usos y prácticas tradicionales asociados a bacterias al ser un contrato de investigación, por lo tanto, consentimiento el previo informado (CPI/PIC) fue concedido por la Autoridad Nacional Competente (ANC/CNA)",en
ircc_4497,The progress report had been submitted to the CNA based on the GR utilization activities (on time),en
ircc_4510,PIC N°00088/MINEPDED/CNA of 08 april 2019,en
ircc_4554,"PIC N°00020/MINEPDED/CNA of november 8, 2022",en
ircc_4606,"This is a prospective observational study of patients with clinical Plasmodium falciparum and/or Plasmodium vivax in the Greater Mekong Sub-region using parasite DNA from point of care finger prick dried blood spot samples as well as a short survey on patient demographics, employment, travel, and mobile phone use to study P. falciparum and P. vivax parasite genotypes, population characteristics, and gene flow patterns.",en
ircc_4695,"Collection, possession and transportation of marine organisms for the purposes of research.",en
ircc_4698,"The Mpumalanga Tourism and Parks Agency (MTPA) issued a permit for collection of Marama bean/Tamani ( Tylosema fassoglense ) species in Mpumalanga Province and the Department of Local Economic Development, Environment and Tourism (LEDET) issued a permit for collection of the same species in Limpopo Province.",en
ircc_34,Ninguna,es
ircc_425,Contrato de Acceso N° CTO-ARG-2020-002,es
ircc_547,Contrato de Acceso para los Recursos Genéticos N° CTO-ARG-2021-002,es
ircc_549,Contrato para el Acceso a Recursos Genéticos N° CTO-ARG-2020-005,es
ircc_699,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN), Departamento de Biodiversidad y Vida Silvestre.&#10;&#9;&#9;",es
ircc_700,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN), Departamento de Biodiversidad y Vida Silvestre.&#10;&#9;&#9;",es
ircc_701,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_703,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacion al Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN ), Departamento de Biodiversidad y Vida Silvestre. Asistentes de investigación: Caludio Monteza, Brendan Barret. Otros asistentes incluidos: Cristopher Dillis, Pedro Castillo.",es
ircc_707,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, de parte del Ministerio de Ambiente de Panamá.",es
ircc_708,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso representa la confirmación deque se obtuvo el consentimiento fundamentado previo, por parte de la Autoridad Nacional Competente.",es
ircc_709,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_710,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, de la parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_711,La información correspondiente es de tipo confidencial y por lo tanto no se presenta.,es
ircc_712,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso representa la confirmación de que se obtuvo el consentimiento fundamentado previo, por parte de la Autoridad Nacional Competente.",es
ircc_713,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, de la parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_714,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, por parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_715,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso de acceso a recurso representa la confirmación de que se obtuvo el consentimiento informado previo, por parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_716,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso representa la confirmación de que se obtuvo el consentimiento informado previo, por parte de la Autoridad Nacional Competente.",es
ircc_717,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Biodiversidad, a través de la Sección de Acceso al Recurso Genético, Departamento de Biodiversidad.",es
ircc_763,"El CFP fue otorgado a la Compañía farmacéutica MEDOLIFE. Esta compañía se dedica a la investigación científica de clase mundial para validar la efectividad de los productos naturales que combaten el cáncer y las terapias alternativas. El permiso de investigación dado a la Compañía Medolife incluyo cinco unidades del Sistema Nacional de Áreas Protegidas (SINAP), Lago Enriquillo, Sierra de Bahoruco, Sierra de Neyba y Parque Jaragua.",es
ircc_1372,"Este contrato no implica la utilización de los conocimientos, usos prácticas y tradicionales asociados a Pilosocereus Byles & GDRowley (Cactaceae) al ser un contrato de investigación, por lo tanto, el consentimiento previo informado (CPI/PIC) fue concedido por la Autoridad Nacional Competente (ANC/ANC)",es
ircc_1377,"Este contrato implica la utilización de moléculas con actividad anticancerígenas a partir de especies endémicas de asteráceas, con énfasis en Koanophyllon gibbosum",es
ircc_1502,Contrato de Acceso N° 003-2019-MINAGRI-SERFOR/DGGSPFFS-DGSPF,es
ircc_1516,PIC has not been granted for genetic resources in Castilla La Mancha,es
ircc_1766,"La Adenda al Contrato de Acceso a Recursos Genéticos N° CTO-ARG-2019-002, suscrito el 11/06/2021, modifica las cláusulas quinta, sexta y octava del CONTRATO N° CTO-ARG-2019-002 suscrito el 12 de abril de 2019, que comprende: - ampliación de la duración del contrato por dos (2) años y nueve (9) meses adicionales debido a la emergencia sanitaria causada por el COVID-19. - modificación referida a la incorporación de las familias de reptiles en la investigación no consignadas por error material. - modificación del equipo de investigación.",es
ircc_1799,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, de parte del Ministerio de Ambiente de Panamá.",es
ircc_2176,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso de acceso (permiso científico) representa la confirmación de que se obtuvo el consentimiento informado previo, de parte del Ministerio de Ambiente de Panamá.",es
ircc_2614,"Este contrato no implica la utilización de los conocimientos, usos y practicas tradicionales asociadas a Gecarcinus lateralis ( Gecarcinidae) al ser un contrato de investigación, por lo tanto, el consentimiento previo informado (CPI/PIC) fue concedido por la Autoridad Nacional Competente (ANC/CNA). En esta investigación, se ha incorporado la divulgación de la importancia de la conservación de la especie a las comunidades asociadas, con énfasis en talleres dirigidos a mujeres, jóvenes y niños/as.",es
ircc_3972,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN), Departamento de Biodiversidad y Vida Silvestre.&#10;&#9;&#9;",es
ircc_3973,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN), Departamento de Biodiversidad y Vida Silvestre.&#10;&#9;&#9;",es
ircc_3974,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso de acceso a recurso representa la confirmación de que se obtuvo el consentimiento informado previo, por parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_3976,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Biodiversidad, a través de la Sección de Acceso al Recurso Genético, Departamento de Biodiversidad.",es
ircc_3977,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacion al Competente. Panamá: Ministerio de Ambiente.",es
ircc_3978,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Biodiversidad, a través del Departamento de Biodiversidad.",es
ircc_3979,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Biodiversidad, Sección de Acceso al Recurso Genético, Departamento de Biodiversidad.",es
ircc_3980,"Para acceso a recursos genéticos sin fines comerciales, la emisión del permiso de acceso a recurso representa la confirmación de que se obtuvo el consentimiento informado previo, por parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_3985,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, de parte del Ministerio de Ambiente de Panamá.",es
ircc_4050,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN), Departamento de Biodiversidad y Vida Silvestre.&#10;&#9;&#9;",es
ircc_4054,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacion al Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN ), Departamento de Biodiversidad y Vida Silvestre.",es
ircc_4055,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacion al Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Vida Silvestre, a través de la Unidad de Acceso al Recurso Genético (UNARGEN ), Departamento de Biodiversidad y Vida Silvestre.&#10;&#9;&#9;",es
ircc_4056,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso de acceso representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacional Competente, el Ministerio de Ambiente de Panamá.",es
ircc_4057,"Para acceso a recursos genéticos sin fines comerciales; la emisión del permiso científico representa la confirmación de que se obtuvo el consentimiento informado previo, de parte de la Autoridad Nacion al Competente. Panamá: Ministerio de Ambiente. Dirección de Áreas Protegidas y Biodiversidad, a través de la Sección de Acceso al Recurso Genético, Departamento de Biodiversidad.",es
