id,text,lang
ircc_4553,"Other permits/ approval obtained for this research project include: Registration form of the Research Project with North West Parks Board Research Permit of DEDECT/ North West Province Approval of the ethics committee of South African National Biodiversity Institute (main collaborator in South Africa) Section 20 Permit of Department of Agriculture, Land Reform and Rural Development",en
ircc_4567,"The purpose is to investigate the manifold values related to different types of seeds including ethical, ecological, use, or exchange values",en
ircc_4604,"The genetic resource or the sample will be exported from Lao PDR to Institut de recherche pour le développement (IRD)-French National Research Institute for Sustainable Development, France.",en
ircc_4606,This is a prospective observational study in which there is no treatment given to patients according to study procedures. The only medical intervention for this study is sample collection that is totally independent of the treatment and all patients involved in the study will receive standard care for P. falciparum and/or P. vivax malaria as well as drug therapy according to the national treatment guidelines of their countries.,en
ircc_4697,"The specimens will be sent to the below Institution in Germany for analysis: Focus Group Marine Molecular Ecology, Helmholtz Institute for Functional Marine Biodiversity at the University of Oldenburg (HIFMB) and Alfred Wegener Institute Helmholtz Center for Polar and Marine Research Academic or research institute Ammerländer Heerstraße 231 26129 Oldenburg, Germany Phone: +4947148312566 Email: silke.laakmann@hifmb.de",en
ircc_701,"Contraparte nacional: Asociación Nacional para la Conservación de la Naturaleza (ANCON), Instituto de Investigaciones Científicas y Servicios de Alta Tecnología (INDICASAT-AIP).",es
ircc_708,"Asistentes o co-investigadores: Lilian Domínguez, Sergey Mironov, Dimitry Apanaskevich, Job Lopez, Joao Varela.",es
ircc_709,Investigador responsable Marina De Leon. Asistente: Roberto Ibañez Díaz,es
ircc_713,"Investigador responsable: Brian Sedio. Asistentes: Roni Saenz, Moises Pérez, Zarluis Mijango Ramos, Katherine Vega, Christian López, Yessenia Guadalupe, Milagro Palma, Irving Arcia, María Laura Prechi, Jordan Kueneman, Keri Greig, Kristina Wood.",es
ircc_1638,"Glenn Fairbanks Seeholzer 119 Forest Hall, Louisiana State University, Baton Rouge",es
ircc_1766,"En la Cláusula Tercera de la Adenda, las Partes declaran que en todo aquello que no se encuentre expresamente previsto en ésta, se mantienen válidas y vigentes las cláusulas del Contrato de Acceso a Recursos Genéticos N° CTO-ARG-2019-002, suscrito el 12/04/2019. Este contrato cuenta con el CCRI ABSCH-IRCC-PE-246755-1, emitido el 5 de julio de 2019.",es
ircc_2176,"Asistentes dentro del permiso. Adriel Sierra, Cathy Encarnación, Hassan Salem, Keith Clay, Lynette Strickland.",es
ircc_3974,"Participantes en la investigación: James Dalling, Evidelio García, Zarluis Mijango, Adriana Corrales, Cecilia Prada, Astrid Ferrer, Barbara Meyers.",es
ircc_3978,"El nombre cientifico de pasto manatí es Syringodium filiforme, en el permiso aparece escrito como Syringodium filiformis.",es
ircc_3985,"Participantes en la investigación: Helio Quintero Arrieta, Laetitia Wilkins, Edna Rodríguez, Maggie Jonson, William Owen McMillan, María Muñoz Romo, Riannon Harvey.",es
ircc_4056,"Participantes en la investigación: Michael Braun, Ovidio Jaramillo, Owen McMillan, Kira Long, Kevin Bennett.",es
ircc_4165,"Participantes de la investigación: Melanie Heckwolf, Till Deuss, Anyie González, Owen Macmillan.",es
ircc_416,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur. Toutes exploitations des résultats des recherches sur les présentes ressources génétiques à des fins de recherche développement doivent impliquer le fournisseur de la ressources génétique et faire l'objet de négociation de nouvelles CCCA,fr
ircc_417,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur. Toutes exploitations des résultats des recherches sur les présentes ressources génétiques à des fins de recherche développement doivent impliquer le fournisseur de la ressources génétique et faire l'objet de négociation de nouvelles CCCA,fr
ircc_426,Toutes ressources financières générées par la publication des résultats de la recherche sur les ressources génétiques devront être partagées avec le Fournisseur.,fr
ircc_427,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur.,fr
ircc_433,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur.,fr
ircc_554,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur.,fr
ircc_555,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur.,fr
ircc_556,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur. Toutes exploitations des résultats des recherches sur les présentes ressources génétiques à des fins de recherche développement doivent impliquer le fournisseur de la ressources génétique et faire l'objet de négociation de nouvelles CCCA,fr
ircc_557,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur.,fr
ircc_558,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur. Toutes exploitations des résultats des recherches sur les présentes ressources génétiques à des fins de recherche développement doivent impliquer le fournisseur de la ressources génétique et faire l'objet de négociation de nouvelles CCCA,fr
ircc_559,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur. Toutes exploitations des résultats des recherches sur les présentes ressources génétiques à des fins de recherche développement doivent impliquer le fournisseur de la ressources génétique et faire l'objet de négociation de nouvelles CCCA,fr
ircc_560,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur. Toutes exploitations des résultats des recherches sur les présentes ressources génétiques à des fins de recherche développement doivent impliquer le fournisseur de la ressources génétique et faire l'objet de négociation de nouvelles CCCA,fr
ircc_561,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur.,fr
ircc_562,Toutes ressources financières générées par la publication des résultats issus de la recherche sur les ressources génétiques devront être partagées avec le fournisseur. Toutes exploitations des résultats des recherches sur les présentes ressources génétiques à des fins de recherche développement doivent impliquer le fournisseur de la ressources génétique et faire l'objet de négociation de nouvelles CCCA,fr
ircc_2270,les informations additionnelles sont contenues dans les conditions convenues d'un commun accord,fr
