id,text,lang
ircc_3259,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfers the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument, which shall be binding upon such person.",en
ircc_3434,"1. If the user assigns/licenses the process/product/innovation to a third party for commercialization, the user shall pay to NBA 3.0% of the fee received (in any form including the license / assignee fee) and 2.0% of the royalty amount received annually from the assignee/licensee. 2. In case the user assigns or transfer the IPR in whole or in part to any person, whether voluntarily or involuntarily, the user undertakes to attach this agreement as an appendix to the assignment instrument which shall be binding upon such person.",en
ircc_3975,"Permiso de investigación cientifica. De organismos de Fauna, para colecta. Objetivo de la investigación: estudio de la estructura genética poblacional de cangrejo, Cardisoma crassum, en las costas del océano Pacífico de Panamá. Investigador principal: Samuel Boniche, Universidad de Panamá.",en
ircc_4047,"Scientific permit SE / A-112-17. Issued by the Ministry of Environment of Panama. Issuance date: December 13, 2017. Fauna. For collection, marking and observation. Researcher responsible: Steven Vollmer. Title of the research project: Evolutionary genetics of reef-forming corals on both sides of the Isthmus of Panama. Institution that supports the research: Smithsonian Tropical Research Institute, Panama.&#10;&#9;&#9;",en
ircc_4049,"Scientific permit, collection, fauna, number SC / A-10-16. Issued by the Ministry of Environment of Panama. date of issue: April 12, 2016. Person to whom permission was granted: Professor Hildaura Patiño, from the University of Panama. Genetic resources covered by the permit: scorpions. 220 individuals. For non-commercial use, medical scientific research.",en
ircc_4203,"The letter of the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus № 10-2-33/5954 dated 05.12.2022 ""Access to Genetic Resources"" confirming that the transfer of the grains of spring soft wheat Triticum aestivum L. with introgression of the genetic material of Triticum dicoccoides and Triticum kiharae for the Federal State Budgetary Scientific Institution “The Federal Research Center N.I. Vavilov All-Russian Institute of Plant Genetic Resources” (Russian Federation) for non-commercial purposes complies with the Nagoya Protocol",en
ircc_4497,Extension to the Lao ABS-CNP/Appl/AUBRFSA0222/UID Code: ABSCH-IRCC-LA-259333-1,en
ircc_415,"Este contrato forma parte del grupo de diez (10) contratos remitidos por SERFOR, mediante correo electrónico con fecha 6/12/2019, por lo que se procedió a formalizar el trámite de notificación a la Secretaría del Convenio sobre la Diversidad Biológica (SCDB), a fin que emita el CCRI correspondiente.",es
ircc_696,"El documento adjunto corresponde a la Resolución Ministerial R/DN/0336/19 que establece que el Dr. Gustavo Cabanne del Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia"", Buenos Aires, Argentina, ha cumplido con el régimen provisorio de acceso a recursos genéticos, establecido mediante la Resolución Ministerial 1844/2017 del 30 de noviembre de 2017. En el documento referido a Nómina de Especies de Aves, se establecen las especies con la cantidad de submuestras de tejido solicitadas para su estudio.",es
ircc_697,"El documento adjunto corresponde a la Resolución Ministerial R/DN/0153/19 que establece que el Instituto Nacional de Investigaciones Agropecuarias (INIA) ha cumplido con el régimen provisorio de acceso a recursos genéticos, establecido mediante la Resolución Ministerial 1844/2017 del 30 de noviembre de 2017.",es
ircc_701,Archivo en formato .pdf Permiso científico. SC/P-4-2020. Alan Hesketh.,es
ircc_707,"Archivo en formato .pdf, Documento escaneado Permiso SEX/A-22-2020. Permiso de exportación. Matthieu Leray. Investigación científica. acceso a recursos genéticos sin fines comerciales.",es
ircc_708,Permiso científico SC/A-15-17. Sergio Bermúdez. documento escaneado formato .pdf,es
ircc_709,"Documento .pdf, Copia del Permiso científico SE/A-75-19 emitido por el Ministerio de Ambiente de Panamá. Investigador responsable Marina De León. Acceso a recursos genéticos sin fines comerciales.",es
ircc_710,"Documento .pdf permiso SEX/P-1-20, Brian E. Sediio. investigación: La química de plantas y la ecología de comunidades de árboles forestales. Acceso a recursos genéticos sin fines comerciales.",es
ircc_711,La información correspondiente es de tipo confidencial y por lo tanto no se presenta.,es
ircc_713,Documento de permiso en formato .pdf Permiso SE / P-3-19. Brian Sedio. Acceso a recursos genéticos sin fines comerciales. Investigación científica.,es
ircc_714,Documento en formato pdf. Permiso SE/A-31-2020. Wouter Halfwerk. Emitido por el Ministerio de Ambiente de Panamá.,es
ircc_715,"Archivo .pdf, copia del permiso de exportación SEX/H-4-2020. Marina De Leon.",es
ircc_762,"El documento adjunto corresponde a la Resolución Ministerial R/DN/0196/19 que establece que el Frank Nitsche de la Universidad de Colonia, Alemania, ha cumplido con el régimen provisorio de acceso a recursos genéticos, establecido mediante la Resolución Ministerial 1844/2017 del 30 de noviembre de 2017.",es
ircc_1389,"Copia de la RESOLUCIÓN DIRECTORAL N° 0010-2021-INIA-DGIA que autoriza a COSMO INGREDIENTS S.A.C. y a COSMO INTERNATIONAL INGREDIENTS SOCIÉTÉ PAR ACTIONS SIMPLIFIÉE À ASSOCIÉ UNIQUE el acceso a los recursos genéticos y sus productos derivados de la especie cultivada cacao porcelana ( Theobroma cacao ) para el uso exclusivo de ejecución del proyecto “Estudio de extracto de Porcelana Cacao ( Theobroma cacao ) como potencial ingrediente en cosmética”, con fines comerciales; por las razones expuestas en los considerandos de la presente Resolución Directoral, entre otros.",es
ircc_1799,"Documentos escaneados en formato .pdf Permiso de exportación PA-01-ARB-053-2021, y Acuerdo de Transferencia de Material firmado.",es
ircc_2176,"Documento escaneado formato .pdf del permiso científico (acceso a recursos genéticos sin fines comerciales) SE/AP-2-18, investigador responsable Donald Windsor",es
ircc_3974,"Archivo pdf copia escaneada del permiso de acceso a recurso genético sin fines comerciales No. SE/P-4-2020, solicitanta James Dalling. Emitido por el Ministerio de Ambiente de Panamá",es
ircc_3977,"Archivo adjunto. Copia escaneada del Permiso de colecta, para investigación científica sin fines comerciales. Investigador: Ruiqi Li. Permiso SC/AP-1-2020. Título de la investigación: Identificación de genes relacionados a la fotosimbiosis en bivalvos berberechos marinos (Subfamilia Fraginae). Emitido por Panamá. Ministerio de Ambiente.",es
ircc_3978,Permiso de exportación emitido por el Ministerio de Ambiente de Panamá.,es
ircc_3985,Archivo .pdf permiso SE/AO-4-19 Matthieu Leray. Acceso a recursos genéticos sin fines comerciales. Investigación científica.,es
ircc_4056,Archivo pdf. Permiso SE/A-11-2020. investigador Michael Braun,es
ircc_4057,"Permiso científico, para colectar muestras de plantas. SC/P-11-18, emitido por el Ministerio de Ambiente de Panamá. Título del Proyecto de investigación: Compuesto de fuentes proporcionan tres enfoques para la resistencia antimicrobiana. Investigador responsable: Alan Hesketh Asistentes: Carmenza Spadafora, Marcelino Gutiérrez, José Polanco, Walis Jones. Institución que respalda la investigación: INDICASAT-AIP.",es
ircc_4165,Permiso científico de acceso a los Recursos genéticos sin fines comerciales ARG-005-2022. Oscar Puebla. en formato .pdf,es
ircc_4166,"Permiso de exportación/transferencia de material PA-01-ARG-086-2022, en formato .pdf",es
ircc_4568,Resolución de la Dirección Nacional de Servicios Ecosistèmicos (DINABISE) del Ministerio de Ambiente concediendo permiso de acceso y transferencia de material al exterior de la cepa ILBB592 de la bacteria Priestia megaterium con fines no comerciales al Instituto Nacional de Investigación Agropecuaria (INIA).,es
ircc_692,"Документ, подтверждающий соблюдение Нагойского протокола, выданный Министерством природных ресурсов и охраны окружающей среды в виде письма от 08 января 2018 г. №10-2-34/84.",ru
ircc_754,"Документ, подтверждающий соблюдение Нагойского протокола, выдан Министерством природных ресурсов и охраны окружающей среды Республики Беларусь 30.08.2018 № 10-2-21/3986",ru
ircc_755,"Документ, подтверждающий соблюдение Нагойского протокола, выдан Министерством природных ресурсов и охраны окружающей среды Республики Беларусь 01.10.2018 № 10-2-3204/4461",ru
ircc_758,"Документ, подтверждающий соблюдение Нагойского протокола, выдан Министерством природных ресурсов и охраны окружающей среды Республики Беларусь 27.05.2019 № 10-2-33/2348",ru
ircc_759,"Документ, подтверждающий соблюдение Нагойского протокола, выдан Министерством природных ресурсов и охраны окружающей среды Республики Беларусь 25.04.2018 № 10-2-36/2040",ru
ircc_760,"Документ, подтверждающий соблюдение Нагойского протокола, выдан Министерством природных ресурсов и охраны окружающей среды Республики Беларусь 19.09.2019 № 10-2-33/4227",ru
ircc_4203,"Письмо Министерства природных ресурсов и охраны окружающей среды Республики Беларусь № 10-2-33/5954 от 05.12.2022 «О доступе к генетическим ресурсам», подтверждающее, что передача семян яровой мягкой пшеницы Triticum aestivum L. с интрогрессией генетического материала Triticum dicoccoides и Triticum kiharae Федеральному государственному бюджетному научному учреждению «Федеральный исследовательский центр Всероссийский институт генетических ресурсов растений имени Н.И. Вавилова» (Российская Федерация) в некоммерческих целях соответствует Нагойскому протоколу",ru
