id,text,lang
ircc_529,Council for Scientific and Industrial Research (CSIR) has concluded mutually agreed terms for the provision of access to the plant materials of Elephantorrhiza elephantina and for sharing of benefits arising from the commercial exploitation of such resource with regard to its traditional use.&#10;&#9;&#9;,en
ircc_530,Quintessence Collections CC has concluded Material Transfer Agreements (MTAs) and Benefit Sharing Agreements (BSAs) for the provision of access to the plant materials of Aloe ferox and Agothosma betulina and for sharing of benefits arising from the commercial expoitation of such resources.,en
ircc_531,University of Pretoria has concluded mutually agreed terms for the provision of access to the plant materials of Euclea natalensis and for sharing of benefits arising from the commercial exploitation of such resource.&#10;&#9;&#9;,en
ircc_533,Parceval (Pty) Ltd jointly with Heel Biologische Heilmittel GmBH has concluded mutually agreed terms for the provision of access to the plant materials of Agathosma betulina and for sharing of benefits arising from the commercial exploitation of such resource an its traditional use.,en
ircc_534,Council for Scientific and Industrial research (CSIR) concluded mutually agreed terms for traditional knowledge associated with the use of the resource ( Elephantorrhiza elephantina ) and for sharing of benefits arising from the commercial exploitation of such resource.&#10;&#9;&#9;,en
ircc_535,Council for Scientific and Industrial Research (CSIR) has concluded mutually agreed terms for traditional knowledge associated with the use of the resource and for sharing of benefits arising from the commercial exploitation of such resources.&#10;&#9;&#9;,en
ircc_536,University of Pretoria has concluded mutually agreed terms for the provision of access to the plant materials of Helichrysum odoratissimum and for sharing of benefits arising from the commercial exploitation of such resource.&#10;&#9;&#9;,en
ircc_537,University of Pretoria has concluded mutually agreed terms for the provision of access to the plant materials of Leucosidea sericea and for sharing of benefits arising from the commercial exploitation of such resource.&#10;&#9;&#9;,en
ircc_538,No material or derivatives collected with this permit may be used for bioprospecting purposes.,en
ircc_539,Cape Natural Tea Products (Pty) Ltd has concluded mutually agreed terms for provision of access to the plant materials and for sharing of benefits arising from the commercial exploitation of such resources and its traditional knowledge.,en
ircc_540,"Should the results of the research lead to the commercialization of any product, the normal bioprospecting process should be followed to ensure fair sharing of benefits. The exported specimen, seeds, and cultivated species shall remain the property of South Africa, should the research result into bioprospecting, you are reminded to comply with bioprospecting requirements in terms of the National Environmental Management: Biodiversity Act, 2004 ( Act No.10 of 2004) and Bioprospecting, Access and Benefit Sharing Amendment Regulations, 2015.",en
