id,text,lang
ircc_985,Fauna - taxonomia Aves Harpía Harpia harpyja,es
ircc_1467,Fauna,es
ircc_1468,Fauna,es
ircc_1469,Fauna,es
ircc_1470,Fauna,es
ircc_1471,Fauna,es
ircc_1472,Fauna,es
ircc_1473,Microorganismos - Fauna,es
ircc_1474,Microorganismos,es
ircc_1475,Fauna,es
ircc_1476,Fauna,es
ircc_1477,Fauna,es
ircc_1478,Microorganismos - Fauna,es
ircc_1479,Fauna,es
ircc_1480,Fauna,es
ircc_1484,Microorganismos,es
ircc_1485,Flora,es
ircc_1486,Fauna,es
ircc_1487,Fauna,es
ircc_1488,Microorganismos - Flora,es
ircc_1489,Fauna,es
ircc_1490,Fauna,es
ircc_1491,Fauna,es
ircc_1492,Fauna,es
ircc_1493,Fauna,es
ircc_1494,fauna,es
ircc_1495,fauna,es
ircc_1496,Fauna,es
ircc_1497,microorganismos,es
ircc_1498,flora,es
ircc_1499,Fauna - microorganismos,es
ircc_1500,Flora,es
ircc_4202,Glándulas salivales de la especie Furnarius rufus – Hornero,es
ircc_4289,Fitorremediacion Salvinia minima,es
ircc_4290,Extracto ADN materia fecal - yaguareté (Panthera onca) puma (Puma concolor) ocelote (Leopardus pardalis) tirica (Leopardus guttulus) margay (Leopardus wiedii) zorro pitoco (Speothos venaticus) zorro de monte (Cerdocyon thous) y perro doméstico (Canis lupus familiaris).,es
ircc_4291,Flora - Microorganismos Austrocedrus chilensis afectado por Phytophthora austrocedri,es
ircc_4292,Hormigas cortadoras de hojas (géneros Acromyrmex Amoimyrmex y Atta) – estudios filogenéticos y filogeográficos.,es
ircc_4293,Canthon quinquemaculatus - escarabajos necrófagos,es
ircc_4295,Microorganismos asociado a suelo de bosque paratognico,es
ircc_4296,Microorganismo asociados a muestras de agua y filtros - Worley Argentina S.A - Advisian,es
ircc_4297,Trufas - Tuberum melanosporum,es
ircc_4724,Andiperla (Plecoptera Gripopterygidae),es
ircc_4725,Andiperla (Plecoptera Gripopterygidae),es
ircc_4726,Vicugna vicugna – Vicuña,es
ircc_4727,Gaviota Cangrejera – Larus atlanticus,es
ircc_4729,Especies familias Cortinariaceae Cortinarius Thaxterogaster Rozites Dermocybe Phlegmacium Telamonia Myxacium Paramyxacium Galerina Inocybe Stephanopus Naucoria Hebeloma género Cortinarius,es
ircc_4730,130 especies del orden Araneae provenientes de la biodiversidad del Parque Nacional Iguazú,es
ircc_4731,Gaviota Cangrejera – Larus atlanticus,es
ircc_4732,Gaviota cocinera – Larus dominicanus,es
ircc_4733,Microorganismos asociados a suelo y material vegetal - “Proyecto SOILGUARD Gestión sostenible del suelo para liberar el potencial de la biodiversidad del suelo y aumentar el bienestar ambiental económico y social”,es
ircc_4734,Agalinis genistifolia Berberis ruscifolia Colletia spinossisima Cyclolepis genistoides Dysphania ambrosioides Lepidium didymium Margyricarpus pinnatus Mikania periplocifolia y Pluchea saggitalis,es
ircc_4735,Stercorarius antarcticus -Escúa Marron,es
ircc_4753,Lycalopex culpaeus Lycalopex gymnocercus Canis lupus familiaris Galictis cuja Leopardus colocolo y Leopardus jacobita y de los ectoparásitos asociados,es
ircc_4754,Biodiversidad vegetal Misiones Argentina,es
ircc_416,"sang, liquide céphalorachidien, selles, nasopharyngés.",fr
ircc_417,Sang,fr
ircc_428,Patagium; muscles.,fr
ircc_429,aliquotes; selle; alcool,fr
ircc_430,échantillons sanguins; biopsies placentaires; échantillons d’urine; échantillons de sang.,fr
ircc_431,Identication et analyses moléculaires. Faisabilité de l’interruption des vers intestinaux (projet deworm3) par les déparasitages en communauté,fr
ircc_556,Placenta,fr
ircc_557,Souches de parasite - Sérums de poules (Gallus domesticus) - Digestats d’organes d’animaux infectés - Ascites de souris de laboratoire (Mus musculus)-Tachyzoïtes - Broyats de cerveaux de souris (Mus musculus) infectés de parasites,fr
ircc_558,Sang,fr
ircc_559,Sang,fr
ircc_560,"sang, urine, selles",fr
ircc_562,Sang,fr
ircc_563,Oeufs; sol; aliquotes; selles; alcool.,fr
